"","X","year","EU","country","avgIGO","fdi","income","incomeGrowth","loan","polity","pop","rank","corruptControl","stateFragility","elecDem","interact","income.f","polity.f","loan.f"
"153","153",2012,0,"Uruguay",67,11.7896719,9.782689095,0.003014747,0,10,33.96753,31,1.355476975,40.5,0.929,0.030147469,"Moderately High","Democratic","No Debt"
"154","154",2006,1,"United Kingdom of Great Britain and Northern Ireland (the)",105,7.562782288,10.49009705,0.001815254,0,10,606.4885,38,1.792327046,34.2,0.909,0.018152537,"High","Democratic","No Debt"
"155","155",2007,1,"United Kingdom of Great Britain and Northern Ireland (the)",105,6.81491375,10.50737,0.001646596,0,10,611.5182,41,1.742208004,34.1,0.909,0.016465958,"High","Democratic","No Debt"
"156","156",2008,1,"United Kingdom of Great Britain and Northern Ireland (the)",105,8.768326759,10.49393368,-0.001278752,0,10,616.8962,42,1.682487011,32.9,0.909,-0.012787517,"High","Democratic","No Debt"
"157","157",2009,1,"United Kingdom of Great Britain and Northern Ireland (the)",105,0.61049813,10.44253159,-0.004898267,0,10,622.21164,50,1.632727027,33.6,0.909,-0.048982672,"High","Democratic","No Debt"
"158","158",2010,1,"United Kingdom of Great Britain and Northern Ireland (the)",105,2.733707905,10.44988346,0.000704032,0,10,627.16684,50,1.604827046,33.9,0.919,0.007040319,"High","Democratic","No Debt"
"159","159",2011,1,"United Kingdom of Great Britain and Northern Ireland (the)",105,1.031112194,10.46229267,0.001187498,0,10,631.64949,54,1.616091013,34.1,0.925,0.011874976,"High","Democratic","No Debt"
"160","160",2012,1,"United Kingdom of Great Britain and Northern Ireland (the)",105,1.756171823,10.46756363,0.000503805,0,10,635.73766,54,1.67415297,35.3,0.948,0.005038052,"High","Democratic","No Debt"
"161","161",2006,1,"Ireland",77,9.514137268,10.87586021,0.003686496,0,10,42.93942,17,1.710350037,18.6,0.87,0.036864962,"High","Democratic","No Debt"
"162","162",2007,1,"Ireland",77,22.2071743,10.90799809,0.002954973,0,10,43.88612,20,1.748592019,19.5,0.873,0.029549727,"High","Democratic","No Debt"
"163","163",2008,1,"Ireland",77,8.457043648,10.86549377,-0.003896619,0,10,44.80145,19,1.749866962,19.9,0.872,-0.038966186,"High","Democratic","No Debt"
"164","164",2009,1,"Ireland",77,22.8238163,10.79009819,-0.006938993,0,10,45.58603,21,1.759451985,21.6,0.871,-0.069389932,"High","Democratic","No Debt"
"165","165",2010,1,"Ireland",77,17.01437569,10.7812748,-0.000817731,0,10,46.17334,24,1.688269019,22.4,0.85,-0.008177307,"High","Democratic","No Debt"
"166","166",2011,1,"Ireland",77,9.900871277,10.79919338,0.00166201,0,10,46.52714,26,1.562963009,25.3,0.905,0.0166201,"High","Democratic","No Debt"
"167","167",2012,1,"Ireland",77,18.15902138,10.79745102,-0.000161342,0,10,46.67868,26,1.463657975,26.5,0.917,-0.00161342,"High","Democratic","No Debt"
"168","168",2006,1,"Netherlands (the)",117,51.62545776,10.67757607,0.002849315,0,10,164.01105,29,2.050478935,28.1,0.864,0.028493145,"High","Democratic","No Debt"
"169","169",2007,1,"Netherlands (the)",117,87.44259644,10.71012497,0.003048342,0,10,164.63031,27,2.169936895,28.6,0.88,0.030483421,"High","Democratic","No Debt"
"170","170",2008,1,"Netherlands (the)",117,20.84878159,10.72352695,0.001251338,0,10,165.19862,28,2.118235111,27.3,0.88,0.01251338,"High","Democratic","No Debt"
"171","171",2009,1,"Netherlands (the)",117,11.18168449,10.68177986,-0.003893038,0,10,165.75173,27,2.134322882,27,0.88,-0.038930375,"High","Democratic","No Debt"
"172","172",2010,1,"Netherlands (the)",117,13.83682632,10.69231224,0.000986013,0,10,166.31571,27,2.143759012,27.9,0.887,0.009860135,"High","Democratic","No Debt"
"173","173",2011,1,"Netherlands (the)",117,37.12847519,10.70531368,0.001215962,0,10,166.89863,29,2.120604038,28.3,0.891,0.012159617,"High","Democratic","No Debt"
"174","174",2012,1,"Netherlands (the)",117,28.9228363,10.69113064,-0.00132486,0,10,167.49318,30,2.11759901,28.1,0.878,-0.013248603,"High","Democratic","No Debt"
"175","175",2006,1,"Belgium",113,14.35475922,10.52114677,0.001716194,0,10,106.32032,28,1.309613943,24,0.883,0.017161945,"High","Democratic","No Debt"
"176","176",2007,1,"Belgium",113,20.47130203,10.54773331,0.002526961,0,8,107.0483,29,1.355734944,25.5,0.895,0.020215692,"High","Democratic","No Debt"
"177","177",2008,1,"Belgium",113,36.73991394,10.54825783,4.97e-05,0,8,107.79155,27,1.37488997,29,0.899,0.000397826,"High","Democratic","No Debt"
"178","178",2009,1,"Belgium",113,17.85728645,10.51818848,-0.002850646,0,8,108.54388,30,1.460206032,33.5,0.899,-0.022805169,"High","Democratic","No Debt"
"179","179",2010,1,"Belgium",113,23.05670357,10.53783989,0.001868327,0,8,109.29978,29,1.527498007,32,0.901,0.014946614,"High","Democratic","No Debt"
"180","180",2011,1,"Belgium",113,29.98596382,10.54879284,0.001039392,0,8,110.05175,31,1.57507205,34.1,0.903,0.008315139,"High","Democratic","No Debt"
"181","181",2012,1,"Belgium",113,1.342343926,10.54357147,-0.000494973,0,8,110.79521,34,1.608067989,33.5,0.903,-0.003959783,"High","Democratic","No Debt"
"182","182",2007,1,"Luxembourg",80,0,10.97160244,0.005603361,0,10,4.74705,10,1.971465945,28.1,0.883,0.056033615,"High","Democratic","No Debt"
"183","183",2008,1,"Luxembourg",80,12.74333572,10.94151688,-0.00274213,0,10,4.85079,10,1.971971989,27.9,0.883,-0.027421303,"High","Democratic","No Debt"
"184","184",2009,1,"Luxembourg",80,53.05599594,10.86346531,-0.007133523,0,10,4.96257,10,1.973333001,27.6,0.873,-0.071335234,"High","Democratic","No Debt"
"185","185",2010,1,"Luxembourg",80,73.53262329,10.89551067,0.002949829,0,10,5.07889,10,2.046461105,27.3,0.87,0.02949829,"High","Democratic","No Debt"
"186","186",2011,1,"Luxembourg",80,14.73745728,10.89731407,0.000165518,0,10,5.19981,10,2.159843922,26.1,0.87,0.001655175,"High","Democratic","No Debt"
"187","187",2006,1,"France and Monaco",139,3.404896021,10.5016861,0.0016566,0,9,634.70828,61,1.463726997,34.3,0.897,0.014909396,"High","Democratic","No Debt"
"188","188",2007,1,"France and Monaco",139,3.1529634,10.5191946,0.001667209,0,9,638.42097,60,1.464607954,34.1,0.893,0.015004882,"High","Democratic","No Debt"
"189","189",2008,1,"France and Monaco",139,2.330029964,10.51557541,-0.000344056,0,9,641.98684,59,1.407428026,34.8,0.908,-0.003096506,"High","Democratic","No Debt"
"190","190",2009,1,"France and Monaco",139,0.683222175,10.48037148,-0.00334779,0,9,645.42997,60,1.438241959,35.3,0.9,-0.030130107,"High","Democratic","No Debt"
"191","191",2010,1,"France and Monaco",139,1.472026944,10.49467659,0.001364943,0,9,648.76959,62,1.46638,34.9,0.917,0.012284491,"High","Democratic","No Debt"
"192","192",2011,1,"France and Monaco",139,1.544405341,10.51030254,0.001488941,0,9,651.99104,67,1.532394052,34,0.925,0.013400468,"High","Democratic","No Debt"
"193","193",2012,1,"France and Monaco",139,1.227742195,10.50739765,-0.000276385,0,9,655.08241,64,1.455788016,33.6,0.934,-0.002487467,"High","Democratic","No Debt"
"194","194",2006,0,"Switzerland and Liechtenstein",92,12.47577858,10.94926929,0.002720876,0,10,74.80317,65,2.093455076,18.7,0.892,0.027208764,"High","Democratic","No Debt"
"195","195",2007,0,"Switzerland and Liechtenstein",92,10.14523315,10.97922421,0.002735791,0,10,75.60141,64,2.150763988,20.2,0.895,0.027357908,"High","Democratic","No Debt"
"196","196",2008,0,"Switzerland and Liechtenstein",92,0.539526284,10.99037743,0.001015848,0,10,76.46542,61,2.124063969,20.3,0.909,0.010158477,"High","Democratic","No Debt"
"197","197",2009,0,"Switzerland and Liechtenstein",92,8.801107407,10.95704937,-0.003032476,0,10,77.37316,62,2.070190907,21.2,0.909,-0.030324759,"High","Democratic","No Debt"
"198","198",2010,0,"Switzerland and Liechtenstein",92,3.026935816,10.97418404,0.001563803,0,10,78.30534,63,2.072073936,21.8,0.909,0.015638029,"High","Democratic","No Debt"
"199","199",2011,0,"Switzerland and Liechtenstein",92,2.968137264,10.97997475,0.000527667,0,10,79.25813,69,2.035800934,23.2,0.911,0.005276666,"High","Democratic","No Debt"
"200","200",2012,0,"Switzerland and Liechtenstein",92,5.979174614,10.97901726,-8.72e-05,0,10,80.22628,68,2.146759987,23.3,0.921,-0.000872032,"High","Democratic","No Debt"
"201","201",2006,1,"Spain and Andorra",117,2.608815908,10.40672398,0.002450216,0,10,445.37926,50,1.18572104,37.4,0.855,0.024502164,"High","Democratic","No Debt"
"202","202",2007,1,"Spain and Andorra",117,4.986868382,10.4287529,0.002116797,0,10,452.09538,50,1.086642981,39.2,0.855,0.021167971,"High","Democratic","No Debt"
"203","203",2008,1,"Spain and Andorra",117,4.865873814,10.42650318,-0.000215723,0,10,458.17016,58,1.190225959,41.6,0.865,-0.002157226,"High","Democratic","No Debt"
"204","204",2009,1,"Spain and Andorra",117,0.899122298,10.37972832,-0.004486151,0,10,462.95191,57,1.06219995,43.3,0.867,-0.044861507,"High","Democratic","No Debt"
"205","205",2010,1,"Spain and Andorra",117,2.865295649,10.37327194,-0.000622018,0,10,466.01492,65,1.084354043,43.5,0.893,-0.006220177,"High","Democratic","No Debt"
"206","206",2011,1,"Spain and Andorra",117,2.135799885,10.36093044,-0.00118974,0,10,467.08366,66,1.10412395,43.1,0.89,-0.011897403,"High","Democratic","No Debt"
"207","207",2012,1,"Spain and Andorra",117,1.864880681,10.33590508,-0.002415359,0,10,466.37082,63,1.128226042,42.8,0.884,-0.02415359,"High","Democratic","No Debt"
"208","208",2006,1,"Portugal",104,6.328223228,10.13920879,0.001178618,0,10,105.16559,66,1.016921997,32.7,0.899,0.011786181,"High","Democratic","No Debt"
"209","209",2007,1,"Portugal",104,2.509138107,10.16058254,0.002108029,0,10,105.50695,69,1.03628099,32.4,0.898,0.021080293,"High","Democratic","No Debt"
"210","210",2008,1,"Portugal",104,2.985171795,10.1600399,-5.34e-05,0,10,105.77458,69,1.070165038,31.8,0.903,-0.000534065,"High","Democratic","No Debt"
"211","211",2009,1,"Portugal",104,2.288819075,10.12859726,-0.003094736,0,10,105.9026,69,1.092931032,32.7,0.906,-0.030947361,"High","Democratic","No Debt"
"212","212",2010,1,"Portugal",104,3.548326969,10.1479187,0.001907613,0,10,105.84837,73,1.090371013,33.1,0.931,0.019076128,"High","Democratic","No Debt"
"213","213",2011,1,"Portugal",104,4.008933067,10.13193321,-0.001575248,0,10,105.58909,75,1.112964034,32.3,0.905,-0.015752481,"High","Democratic","No Debt"
"214","214",2012,1,"Portugal",104,10.15704918,10.0949831,-0.003646896,0,10,105.15016,75,0.96023792,34.2,0.917,-0.036468964,"High","Democratic","No Debt"
"215","215",2006,1,"Germany",116,2.912349701,10.6045742,0.003661386,0,10,810.55904,32,1.803051949,39.7,0.887,0.036613863,"High","Democratic","No Debt"
"216","216",2007,1,"Germany",116,1.478073716,10.63914776,0.003260249,0,10,808.54515,34,1.735839963,38.4,0.887,0.032602493,"High","Democratic","No Debt"
"217","217",2008,1,"Germany",116,0.824174881,10.65224743,0.001231271,0,10,806.65906,34,1.759812951,37.3,0.892,0.012312707,"High","Democratic","No Debt"
"218","218",2009,1,"Germany",116,1.657945633,10.59623337,-0.005258427,0,10,805.19685,36,1.755257964,36.2,0.896,-0.052584264,"High","Democratic","No Debt"
"219","219",2010,1,"Germany",116,2.518329144,10.63727093,0.003872844,0,10,804.35307,32,1.776270032,35.4,0.926,0.038728442,"High","Democratic","No Debt"
"220","220",2011,1,"Germany",116,2.594160557,10.67334938,0.003391702,0,10,804.24665,33,1.74327302,33.9,0.909,0.033917021,"High","Democratic","No Debt"
"221","221",2012,1,"Germany",116,1.847194433,10.67673016,0.000316749,0,10,804.77952,33,1.829576969,31.7,0.907,0.003167492,"High","Democratic","No Debt"
"222","222",2006,1,"Poland",77,6.228595734,9.775174141,0.006143752,0,10,384.78763,40,0.274150699,47.9,0.866,0.061437517,"Moderately High","Democratic","No Debt"
"223","223",2007,1,"Poland",77,5.83386755,9.844154358,0.007056674,0,10,385.00356,39,0.299163789,47.6,0.869,0.070566744,"Moderately High","Democratic","No Debt"
"224","224",2008,1,"Poland",77,2.73015523,9.881950378,0.003839438,0,10,385.25752,40,0.461351186,47.6,0.895,0.03839438,"Moderately High","Democratic","No Debt"
"225","225",2009,1,"Poland",77,3.18897748,9.907283783,0.002563604,0,10,385.51489,39,0.445084304,49.6,0.882,0.025636036,"Moderately High","Democratic","No Debt"
"226","226",2010,1,"Poland",77,3.837716818,9.943002701,0.003605319,0,10,385.74682,36,0.497079611,49,0.882,0.036053188,"Moderately High","Democratic","No Debt"
"227","227",2011,1,"Poland",77,3.49543786,9.991368294,0.004864284,0,10,385.94217,35,0.557022214,46.8,0.909,0.048642844,"Moderately High","Democratic","No Debt"
"228","228",2012,1,"Poland",77,1.470538855,10.00646877,0.001511352,0,10,386.09486,39,0.663234115,44.3,0.898,0.015113525,"Moderately High","Democratic","No Debt"
"229","229",2007,1,"Austria",91,17.72237587,10.62336922,0.002995008,0,10,83.0129,37,2.013396978,26,0.878,0.029950082,"High","Democratic","No Debt"
"230","230",2008,1,"Austria",91,1.466623545,10.63509464,0.001103739,0,10,83.31465,37,1.843034983,25.9,0.878,0.011037389,"High","Democratic","No Debt"
"231","231",2009,1,"Austria",91,3.571764946,10.59278202,-0.003978584,0,10,83.61362,41,1.703024983,27.6,0.885,-0.039785843,"High","Democratic","No Debt"
"232","232",2010,1,"Austria",91,0,10.60822868,0.001458225,0,10,83.91986,37,1.585461974,27.2,0.873,0.014582253,"High","Democratic","No Debt"
"233","233",2011,1,"Austria",91,5.328997612,10.63216686,0.002256567,0,10,84.23559,37,1.431895971,27.3,0.886,0.02256567,"High","Democratic","No Debt"
"234","234",2012,1,"Austria",91,1.274867773,10.63592911,0.000353855,0,10,84.55477,38,1.38973105,27.5,0.902,0.00353855,"High","Democratic","No Debt"
"235","235",2006,1,"Hungary",68,16.20077896,9.968317032,0.003937071,0,10,100.78461,64,0.658724189,46.7,0.841,0.039370712,"Moderately High","Democratic","No Debt"
"236","236",2007,1,"Hungary",68,50.50475311,9.973988533,0.000568953,0,10,100.64138,67,0.622805893,51.2,0.818,0.005689527,"Moderately High","Democratic","No Debt"
"237","237",2008,1,"Hungary",68,47.4770546,9.983682632,0.000971938,0,10,100.50699,67,0.471792012,50.9,0.822,0.009719381,"Moderately High","Democratic","No Debt"
"238","238",2009,1,"Hungary",68,0,9.917409897,-0.006638105,0,10,100.34951,73,0.433832288,50.7,0.823,-0.066381052,"Moderately High","Democratic","No Debt"
"239","239",2010,1,"Hungary",68,0,9.926841736,0.000951039,0,10,100.14633,69,0.365650088,50.1,0.769,0.009510386,"Moderately High","Democratic","No Debt"
"240","240",2011,1,"Hungary",68,7.462726116,9.946842194,0.002014786,0,10,99.88846,74,0.399596095,48.7,0.746,0.020147856,"Moderately High","Democratic","No Debt"
"241","241",2012,1,"Hungary",68,8.305308342,9.932868004,-0.001404887,0,10,99.58334,72,0.356334388,48.3,0.734,-0.014048871,"Moderately High","Democratic","No Debt"
"242","242",2006,1,"Czechia",64,4.587564468,10.14550591,0.006202926,0,9,102.71476,24,0.356584489,41.8,0.908,0.055826336,"High","Democratic","No Debt"
"243","243",2007,1,"Czechia",64,7.301099777,10.19359589,0.004740028,0,9,103.30487,23,0.3026025,42.1,0.906,0.042660251,"High","Democratic","No Debt"
"244","244",2008,1,"Czechia",64,3.739795446,10.2138319,0.001985169,0,9,103.97984,26,0.35829401,42.1,0.907,0.017866526,"High","Democratic","No Debt"
"245","245",2009,1,"Czechia",64,2.556801796,10.15825367,-0.005441467,0,9,104.60022,26,0.386209786,42.6,0.902,-0.048973206,"High","Democratic","No Debt"
"246","246",2010,1,"Czechia",64,4.90068388,10.17650032,0.001796239,0,9,105.06617,26,0.331638604,41.5,0.892,0.016166151,"High","Democratic","No Debt"
"247","247",2011,1,"Czechia",64,1.837581396,10.19337463,0.001658165,0,9,105.33985,27,0.341793299,42.4,0.89,0.014923482,"High","Democratic","No Debt"
"248","248",2012,1,"Czechia",64,4.548829556,10.18327045,-0.00099125,0,9,105.45161,27,0.272268206,39.5,0.887,-0.008921247,"High","Democratic","No Debt"
"249","249",2006,1,"Slovakia",56,8.068985939,9.845931053,0.008292365,0,10,53.87734,47,0.422381699,49.9,0.853,0.082923651,"Moderately High","Democratic","No Debt"
"250","250",2007,1,"Slovakia",56,5.862432003,9.948057175,0.010372419,0,10,53.91728,53,0.349662989,49.3,0.857,0.103724189,"Moderately High","Democratic","No Debt"
"251","251",2008,1,"Slovakia",56,4.626878738,10.00212097,0.005434609,0,10,53.9671,52,0.3621189,48.8,0.851,0.054346085,"Moderately High","Democratic","No Debt"
"252","252",2009,1,"Slovakia",56,1.707853794,9.944671631,-0.005743716,0,10,54.01951,54,0.270354897,48.6,0.852,-0.057437159,"Moderately High","Democratic","No Debt"
"253","253",2010,1,"Slovakia",56,2.365847349,9.993326187,0.004892525,0,10,54.06896,51,0.294600487,48.8,0.872,0.048925251,"Moderately High","Democratic","No Debt"
"254","254",2011,1,"Slovakia",56,5.527148724,10.02052021,0.002721218,0,10,54.11377,53,0.275088012,47.1,0.894,0.027212184,"Moderately High","Democratic","No Debt"
"255","255",2012,1,"Slovakia",56,1.90202117,10.03487778,0.001432816,0,10,54.15496,51,0.096679002,47.4,0.882,0.014328165,"High","Democratic","No Debt"
"256","256",2006,1,"Italy and San Marino and Holy See (the)",109,2.932354212,10.50972271,0.001469729,0,10,589.18471,51,0.483804613,35.1,0.85,0.014697289,"High","Democratic","No Debt"
"257","257",2007,1,"Italy and San Marino and Holy See (the)",109,2.995266438,10.52062702,0.001037545,0,10,591.38599,54,0.336824387,37.1,0.865,0.010375451,"High","Democratic","No Debt"
"258","258",2008,1,"Italy and San Marino and Holy See (the)",109,0,10.50702381,-0.001293004,0,10,593.19234,56,0.270140886,39.9,0.844,-0.012930037,"High","Democratic","No Debt"
"259","259",2009,1,"Italy and San Marino and Holy See (the)",109,0.758499205,10.44815922,-0.005602404,0,10,594.67196,55,0.199060693,43.9,0.843,-0.056024041,"High","Democratic","No Debt"
"260","260",2010,1,"Italy and San Marino and Holy See (the)",109,0.467633069,10.4630909,0.001429121,0,10,595.88007,57,0.126922905,45.7,0.86,0.014291205,"High","Democratic","No Debt"
"261","261",2011,1,"Italy and San Marino and Holy See (the)",109,1.513143778,10.46741581,0.000413349,0,10,596.78993,60,0.181863904,45.8,0.848,0.004133495,"High","Democratic","No Debt"
"262","262",2012,1,"Italy and San Marino and Holy See (the)",109,0.001679455,10.43784904,-0.002824648,0,10,597.37717,61,0.066174999,45.8,0.874,-0.028246481,"High","Democratic","No Debt"
"263","263",2006,0,"Albania",37,3.615603685,8.877243996,0.007163182,8.102991104,9,30.50741,127,-0.803844988,68.6,0.565,0.064468645,"Moderately Low","Democratic","High Debt"
"264","264",2007,0,"Albania",37,6.095457077,8.947781563,0.007945886,7.557472229,9,30.10849,130,-0.687789023,70.5,0.573,0.071512975,"Moderately Low","Democratic","High Debt"
"265","265",2008,0,"Albania",37,9.727696419,9.03476429,0.00972115,6.478380203,9,29.68026,132,-0.593706608,69.7,0.573,0.08749035,"Moderately Low","Democratic","High Debt"
"266","266",2009,0,"Albania",37,11.160182,9.080690384,0.005083264,7.254197598,9,29.29886,136,-0.538495123,70,0.596,0.045749377,"Moderately Low","Democratic","High Debt"
"267","267",2010,0,"Albania",37,9.139901161,9.126692772,0.005065957,7.34003067,9,29.01883,135,-0.525077879,67.1,0.584,0.045593612,"Moderately Low","Democratic","High Debt"
"268","268",2011,0,"Albania",37,8.130461693,9.157313347,0.003355057,7.054893494,9,28.8601,131,-0.683008373,66.1,0.584,0.030195512,"Moderately High","Democratic","High Debt"
"269","269",2012,0,"Albania",37,7.45397234,9.175271988,0.001961126,7.57713747,9,28.80667,134,-0.72650069,66.1,0.567,0.017650129,"Moderately High","Democratic","High Debt"
"270","270",2008,0,"Serbia and Montenegro",NA,21.45128632,9.671703339,NA,7.475150108,8,6.1974,64,-0.214513704,55.8,0.471,NA,"Moderately High","Democratic","High Debt"
"271","271",2009,0,"Serbia and Montenegro",NA,37.24909592,9.611649513,-0.00620923,8.086421967,8,6.2087,65,-0.196041301,58,0.504,-0.049673837,"Moderately High","Democratic","High Debt"
"272","272",2010,0,"Serbia and Montenegro",NA,18.3225975,9.634246826,0.002351034,7.629798412,8,6.21952,66,-0.229357898,57.3,0.499,0.01880827,"Moderately High","Democratic","High Debt"
"273","273",2011,0,"Serbia and Montenegro",NA,12.2572403,9.664406776,0.003130494,6.748360634,8,6.22957,61,-0.1982283,56.3,0.499,0.025043951,"Moderately High","Democratic","High Debt"
"274","274",2012,0,"Serbia and Montenegro",NA,15.12742138,9.635335922,-0.003008033,9.751048088,8,6.23864,59,-0.111505397,55.5,0.497,-0.024064263,"Moderately High","Democratic","High Debt"
"275","275",2006,0,"Croatia",44,6.538759232,9.90489769,0.004963841,0,9,43.68518,67,0.078596704,61.9,0.782,0.044674572,"Moderately High","Democratic","No Debt"
"276","276",2007,0,"Croatia",44,7.600486755,9.95772934,0.005333892,0,9,43.57114,65,0.091828398,60.5,0.806,0.048005026,"Moderately High","Democratic","No Debt"
"277","277",2008,0,"Croatia",44,7.360581875,9.981035233,0.002340483,0,9,43.44151,68,-0.0105806,59.4,0.829,0.021064345,"Moderately High","Democratic","No Debt"
"278","278",2009,0,"Croatia",44,5.101522446,9.907499313,-0.007367564,0,9,43.30399,71,-0.046447601,60.1,0.816,-0.066308081,"Moderately High","Democratic","No Debt"
"279","279",2010,0,"Croatia",44,2.380274773,9.893572807,-0.001405653,0,9,43.16425,70,0.0592684,59,0.832,-0.012650876,"Moderately High","Democratic","No Debt"
"280","280",2011,0,"Croatia",44,2.272704124,9.894086838,5.2e-05,0,9,43.02073,73,0.063671,57.3,0.842,0.000467604,"Moderately High","Democratic","No Debt"
"281","281",2012,0,"Croatia",44,2.590095997,9.875475883,-0.001881018,0,9,42.87015,71,0.0098654,56.3,0.837,-0.016929161,"Moderately High","Democratic","No Debt"
"282","282",2006,1,"Slovenia",47,1.746976614,10.15516376,0.004997589,0,10,20.05566,33,1.034196019,36.8,0.837,0.049975891,"High","Democratic","No Debt"
"283","283",2007,1,"Slovenia",47,3.917582989,10.21636772,0.00602688,0,10,20.17452,35,1.009253979,37.5,0.86,0.060268804,"High","Democratic","No Debt"
"284","284",2008,1,"Slovenia",47,1.944743872,10.24234104,0.002542324,0,10,20.30599,33,0.981918573,37.1,0.824,0.025423244,"High","Democratic","No Debt"
"285","285",2009,1,"Slovenia",47,0,10.15516758,-0.008511088,0,10,20.42804,35,1.058565974,36.3,0.865,-0.08511088,"High","Democratic","No Debt"
"286","286",2010,1,"Slovenia",47,0.664509475,10.16274357,0.000746023,0,10,20.5248,35,0.922867894,36,0.883,0.00746023,"High","Democratic","No Debt"
"287","287",2011,1,"Slovenia",47,1.707021356,10.16603374,0.000323749,0,10,20.59023,36,0.948806524,35.5,0.878,0.003237488,"High","Democratic","No Debt"
"288","288",2012,1,"Slovenia",47,0.072375529,10.1366024,-0.002895067,0,10,20.62881,37,0.839746892,34,0.885,-0.028950665,"High","Democratic","No Debt"
"289","289",2006,1,"Greece",89,1.979102969,10.2723732,0.005128117,0,10,110.98212,35,0.363785893,41.1,0.897,0.051281173,"High","Democratic","No Debt"
"290","290",2007,1,"Greece",89,0.614657044,10.30160904,0.002846065,0,10,111.31302,32,0.26738289,43.5,0.89,0.028460648,"High","Democratic","No Debt"
"291","291",2008,1,"Greece",89,1.617501497,10.29551983,-0.000591093,0,10,111.61755,35,0.133560196,45.4,0.873,-0.005910932,"High","Democratic","No Debt"
"292","292",2009,1,"Greece",89,0.837146878,10.24997807,-0.004423454,0,10,111.79425,34,0.067469597,46.1,0.883,-0.044234544,"High","Democratic","No Debt"
"293","293",2010,1,"Greece",89,0.178275809,10.19380569,-0.005480243,0,10,111.77509,40,-0.057776898,45.9,0.878,-0.054802429,"High","Democratic","No Debt"
"294","294",2011,1,"Greece",89,0.379464984,10.10022831,-0.009179828,0,10,111.53047,42,-0.098818801,47.4,0.881,-0.091798276,"High","Democratic","No Debt"
"295","295",2012,1,"Greece",89,0.677055657,10.02831936,-0.007119537,0,10,111.09662,43,-0.189221799,50.4,0.852,-0.071195371,"Moderately High","Democratic","No Debt"
"296","296",2006,1,"Cyprus",60,9.176726341,10.25738049,0.002692892,0,10,7.50965,53,1.093415976,70.5,0.847,0.026928922,"High","Democratic","No Debt"
"297","297",2007,1,"Cyprus",60,9.533621788,10.28425217,0.002619741,0,10,7.67125,52,1.080965996,70.2,0.834,0.026197411,"High","Democratic","No Debt"
"298","298",2008,1,"Cyprus",60,8.397982597,10.29501629,0.001046661,0,10,7.86632,51,1.204643965,69.7,0.843,0.010466605,"High","Democratic","No Debt"
"299","299",2009,1,"Cyprus",60,10.9109354,10.24767303,-0.004598658,0,10,8.08035,49,0.912045002,68.9,0.838,-0.045986578,"High","Democratic","No Debt"
"300","300",2010,1,"Cyprus",60,53.1909523,10.23507118,-0.001229728,0,10,8.29446,52,0.974873483,68,0.855,-0.012297282,"High","Democratic","No Debt"
"301","301",2011,1,"Cyprus",60,0,10.21359158,-0.002098628,0,10,8.50881,57,0.866361976,67.6,0.854,-0.020986278,"High","Democratic","No Debt"
"302","302",2006,0,"Bulgaria",62,23.07192421,9.485274315,0.007748065,3.898948908,9,76.24611,59,-0.070736296,62.1,0.722,0.069732584,"Moderately High","Democratic","High Debt"
"303","303",2007,1,"Bulgaria",62,31.24253273,9.566627502,0.008576788,3.610814333,9,75.68378,55,-0.183496907,60.3,0.745,0.077191092,"Moderately High","Democratic","High Debt"
"304","304",2008,1,"Bulgaria",62,18.92461586,9.628818512,0.006500829,2.217776299,9,75.13646,57,-0.254679412,58.5,0.734,0.058507461,"Moderately High","Democratic","High Debt"
"305","305",2009,1,"Bulgaria",62,7.510269642,9.592862129,-0.003734247,2.909274578,9,74.60057,59,-0.212567106,61.5,0.729,-0.033608221,"Moderately High","Democratic","High Debt"
"306","306",2010,1,"Bulgaria",62,3.641371012,9.600505829,0.000796811,2.644385338,9,74.07297,58,-0.185103595,61.2,0.71,0.007171301,"Moderately High","Democratic","High Debt"
"307","307",2011,1,"Bulgaria",62,3.663998842,9.623274803,0.002371643,2.166134357,9,73.55231,52,-0.220316097,59,0.68,0.021344788,"Moderately High","Democratic","High Debt"
"308","308",2012,1,"Bulgaria",62,3.317272186,9.632667542,0.000976044,2.244490147,9,73.03741,50,-0.227857694,56.3,0.683,0.008784395,"Moderately High","Democratic","High Debt"
"309","309",2006,0,"Moldova (the Republic of)",34,7.589768887,8.301323891,0.006045239,11.54218197,9,41.44651,132,-0.642134786,82.5,0.473,0.054407146,"Low","Democratic","High Debt"
"310","310",2007,0,"Moldova (the Republic of)",34,12.1790781,8.334781647,0.004030412,9.824355125,9,41.28459,133,-0.659459889,85.7,0.51,0.03627371,"Moderately Low","Democratic","High Debt"
"311","311",2008,0,"Moldova (the Republic of)",34,12.00054932,8.414435387,0.009556788,7.267780304,9,41.11168,136,-0.631422997,85.7,0.481,0.086011089,"Moderately Low","Democratic","High Debt"
"312","312",2009,0,"Moldova (the Republic of)",34,4.74664402,8.356411934,-0.006895704,8.136268616,9,40.95813,137,-0.699160576,85.1,0.514,-0.062061332,"Moderately Low","Democratic","High Debt"
"313","313",2010,0,"Moldova (the Republic of)",34,4.923253536,8.42772007,0.008533344,8.250544548,9,40.84483,132,-0.673109412,83.8,0.61,0.076800093,"Moderately Low","Democratic","High Debt"
